name,date,title,pre_email,company_url
NEDAP,"November 11, 2021",Spanish retail giant Tendam selects Nedap iD Cloud for sustainable omnichannel fulfillment,"['ilse.protsman@nedap.com', 'prensa@tendam.es']",https://www.retaildive.com/press-release/20211111-spanish-retail-giant-tendam-selects-nedap-id-cloud-for-sustainable-omnichan-1/
DATAFEEDWATCH INC.,"November 10, 2021",DataFeedWatch Reaches New Company Milestones,Not Provided,https://www.retaildive.com/press-release/20211110-datafeedwatch-reaches-new-company-milestones/
APTOS,"November 04, 2021",Prénatal Retail Group Commits to Digital-First PLM with Aptos,kmiller@aptos.com,https://www.retaildive.com/press-release/20211104-prenatal-retail-group-commits-to-digital-first-plm-with-aptos/
RUBY HAS,"November 02, 2021",Ruby Has Fulfillment Announces 2022 Client and Partner Advisory Councils,ali@rubyhas.com,https://www.retaildive.com/press-release/20211102-ruby-has-fulfillment-announces-2022-client-and-partner-advisory-councils/
APTOS,"October 28, 2021",Cultura Invests in Merchandise and Assortment Planning Precision with Aptos Technology,kmiller@aptos.com,https://www.retaildive.com/press-release/20211028-cultura-invests-in-merchandise-and-assortment-planning-precision-with-aptos-1/
EQUIPMENTSHARE,"October 28, 2021",EquipmentShare’s T3 Technology Earns AutoTech Breakthrough Fleet Management Innovation Award,amy.susan@equipmentshare.com,https://www.retaildive.com/press-release/20211028-equipmentshares-t3-technology-earns-autotech-breakthrough-fleet-management/
REVIONICS,"October 27, 2021",Prince Retail Focuses on Pricing Innovation with Revionics Partnership,kmiller@aptos.com,https://www.retaildive.com/press-release/20211027-prince-retail-focuses-on-pricing-innovation-with-revionics-partnership/
CART.COM,"October 21, 2021",Cart.com and Google Cloud Partner to Accelerate DTC Ecommerce Revolution,Not Provided,https://www.retaildive.com/press-release/20211021-cartcom-and-google-cloud-partner-to-accelerate-dtc-ecommerce-revolution/
SPS COMMERCE AND C.H. ROBINSON,"October 19, 2021",SPS Commerce and C.H. Robinson Help Tackle Retail Holiday Less-Than-Truckload Transportation Shortages with Automated and Streamlined Carrier Service,Not Provided,https://www.retaildive.com/press-release/20211019-sps-commerce-and-ch-robinson-help-tackle-retail-holiday-less-than-trucklo/
NEDAP,"October 19, 2021",XXL All Sports United optimizes omnichannel strategy with Nedap iD Cloud,ilse.protsman@nedap.com,https://www.retaildive.com/press-release/20211019-xxl-all-sports-united-optimizes-omnichannel-strategy-with-nedap-id-cloud-1/
MINTEC,"October 11, 2021",Mintec Launches Commodity Price Forecasts,david.bateman@mintecglobal.com,https://www.retaildive.com/press-release/20211011-mintec-launches-commodity-price-forecasts-1/
HIVERY,"October 06, 2021",HIVERY Curate Now Available on Microsoft AppSource To Support Customer Demand,franki@hivery.com,https://www.retaildive.com/press-release/20211006-hivery-curate-now-available-on-microsoft-appsource-to-support-customer-dema-1/
PERPETUA,"October 06, 2021","Perpetua Q3 Amazon Benchmark Report: Cost of  Sponsored Products continued to increase but so do conversions, up 30% YoY",Not Provided,https://www.retaildive.com/press-release/20211006-perpetua-q3-benchmark-report-cost-of-sponsored-products-continued-to-incr/
NEDAP,"October 05, 2021",Denim brand G-Star RAW chooses Nedap iD Cloud to create seamless shopping experiences,ilse.protsman@nedap.com,https://www.retaildive.com/press-release/20211005-0bdenim-brand-g-star-raw-chooses-nedap-id-cloud-to-create-seamless-shopping/
NINJIO,"October 04, 2021","NINJIO Now Available on VIZIO WatchFree+, VIZIO’s Free Streaming Service on SmartCast",trichards@ninjio.com,https://www.retaildive.com/press-release/20211004-ninjio-now-available-on-vizio-watchfree-vizios-free-streaming-service-on/
JTB CUSTOM,"October 04, 2021",JTB Custom Partners with Greybull Stewardship for Funding and  Product Customization Software/Services Expansion,Not Provided,https://www.retaildive.com/press-release/20211004-jtb-custom-partners-with-greybull-stewardship-for-funding-and-product-cust-5/
"SUPPLYPIKE, INC.","October 01, 2021",Announcing the New Data Lab from SupplyPike,melodie@supplypike.com,https://www.retaildive.com/press-release/20211001-announcing-the-new-data-lab-from-supplypike/
REBATEKEY,"October 01, 2021",RebateKey Celebrates $85 Million in Cashback Rebates Paid Out to Customers and Launches New Mobile App,Not Provided,https://www.retaildive.com/press-release/20211001-rebatekey-celebrates-85-million-in-cashback-rebates-paid-out-to-customers/
SQUARE,"September 28, 2021",Square and TikTok Partner to Help Businesses Expand Their Reach Online,press@squareup.com,https://www.retaildive.com/press-release/20210928-square-and-tiktok-partner-to-help-businesses-expand-their-reach-online/
INTERFACE,"September 28, 2021",WKS Restaurant Group Selects Interface to Deploy Video Verified Alarms Across their 380+ Restaurants,Not Provided,https://www.retaildive.com/press-release/20210928-wks-restaurant-group-selects-interface-to-deploy-video-verified-alarms-acro-1/
NEDAP,"September 27, 2021","Nedap launches iD Cloud Platform, enabling inventory visibility across supply chains",ilse.protsman@nedap.com,https://www.retaildive.com/press-release/20210927-nedap-launches-id-cloud-platform-enabling-inventory-visibility-across-supp/
"MAINFACTOR, INC.","September 22, 2021",Mainfactor Raises $69M to Acquire Direct-To-Consumer Companies,press@mainfactor.com,https://www.retaildive.com/press-release/20210922-mainfactor-raises-69m-to-acquire-direct-to-consumer-companies/
LEGION TECHNOLOGIES,"September 20, 2021",Legion Launches the First AI-Powered WFM Solution to Optimize Labor Efficiency and Empower Hourly Employees Through a Single Platform,legion@sourcecodecomms.com,https://www.retaildive.com/press-release/20210919-legion-launches-the-first-ai-powered-wfm-solution-to-optimize-labor-efficie/
WESTFIELD,"September 16, 2021",Lady Gaga Celebrates Love for Sale Album with Intimate Jazz Online Performance Exclusively Brought to Fans by Westfield,robyn.cottelli@urw.com,https://www.retaildive.com/press-release/20210916-lady-gaga-celebrates-love-for-sale-album-with-intimate-jazz-online-performa/
INTERFACE,"September 16, 2021",Interface Launches Managed SASE for Multi-Location Enterprises,veronique@highrezpr.com,https://www.retaildive.com/press-release/20210916-interface-launches-managed-sase-for-multi-location-enterprises/
SKUVAULT,"September 14, 2021",SkuVault Launches Peak Season Boot Camp to Help Retailers Accelerate Peak Season Readiness,Not Provided,https://www.retaildive.com/press-release/20210908-skuvault-launches-peak-season-boot-camp-to-help-retailers-accelerate-peak-s/
ONESPACE,"September 13, 2021",OneSpace Announces Acquisition By London-Based Ascential plc,amanda.wolff@onespace.com,https://www.retaildive.com/press-release/20210913-onespace-announces-acquisition-by-london-based-ascential-plc/
WHIPLASH,"September 08, 2021","Whiplash Acquires Enlinx, Expanding its Western Region Presence: 3PL gains a foothold in the fast-growing Intermountain West region",rich.reba@whiplash.com,https://www.retaildive.com/press-release/20210908-whiplash-acquires-enlinx-expanding-its-western-region-presence-3pl-gains/
TINT BY FILESTACK,"September 08, 2021",TINT Attention Score Bolsters Visual Content Efficacy,Not Provided,https://www.retaildive.com/press-release/20210908-tint-attention-score-bolsters-visual-content-efficacy/
SLICKTEXT,"September 08, 2021","SlickText Introduces Workflows To Automate Personalized, Behavior-Driven Texting Experiences",jlatimer@slicktext.com,https://www.retaildive.com/press-release/20210907-slicktext-introduces-workflows-to-automate-personalized-behavior-driven-te/
UTU,"September 02, 2021",utu announces waitlist for groundbreaking product upsizing VAT refunds in 50 countries,Not Provided,https://www.retaildive.com/press-release/20210902-utu-announces-waitlist-for-groundbreaking-product-upsizing-vat-refunds-in-5/
OVAREGROUP,"August 31, 2021","OvareVentures Expands Retail Presence with Purchase of Kenver, Ltd.",kate.gray@ovaregroup.com,https://www.retaildive.com/press-release/20210831-ovareventures-expands-retail-presence-with-purchase-of-kenver-ltd/
OVAREGROUP,"August 30, 2021",Kara Anastasiadis Named President of OvareGroup Outdoor,kate.gray@ovaregroup.com,https://www.retaildive.com/press-release/20210830-kara-anastasiadis-named-president-of-ovaregroup-outdoor/
AKENEO,"August 24, 2021",Akeneo Named PIM Provider for Thrasio’s 125+ Brands,Not Provided,https://www.retaildive.com/press-release/20210824-akeneo-named-pim-provider-for-thrasios-125-brands/
THE RECYCLING PARTNERSHIP,"August 24, 2021",$4.2M in Grants Awarded to Improve Polypropylene Curbside Recycling for Nearly 15 Million Americans,skappalman@recyclingpartnership.org,https://www.retaildive.com/press-release/20210823-42m-in-grants-awarded-to-improve-polypropylene-curbside-recycling-for-nea/
MANIFEST COMMERCE,"August 19, 2021","Manifest Commerce introduces Sustainable Fulfillment; led by ShipBob Co-founder, George Wojciechowski.",jen@manifestcommerce.io,https://www.retaildive.com/press-release/20210819-manifest-commerce-introduces-sustainable-fulfillment-led-by-shipbob-co-fou/
VERFACTO,"August 19, 2021",Verfacto brings future-proof marketing to Shopify stores,"['andrejus.sereika@verfacto.com', 'business@verfacto.com']",https://www.retaildive.com/press-release/20210819-verfacto-brings-future-proof-marketing-to-shopify-stores/
DESCARTES SYSTEMS GROUP,"August 19, 2021",Online Thrift Store Goodfair Streamlines and Scales Fulfillment with Descartes Ecommerce Warehouse Management Solution,Not Provided,https://www.retaildive.com/press-release/20210819-online-thrift-store-goodfair-streamlines-and-scales-fulfillment-with-descar/
CAPPASITY,"August 18, 2021",Cappasity raised $2.1 million to provide 3D solutions for classified marketplace users,info@cappasity.com,https://www.retaildive.com/press-release/20210818-cappasity-raised-21-million-to-provide-3d-solutions-for-classified-market/
SKUVAULT,"August 17, 2021","SkuVault Named to the Inc. 5000 for the Fifth Time, Again Joining America’s Fastest Growing Companies",Not Provided,https://www.retaildive.com/press-release/20210816-skuvault-named-to-the-inc-5000-for-the-fifth-time-again-joining-americas/
"REVIONICS, AN APTOS COMPANY","August 12, 2021",Northern Tool + Equipment Powers Up Pricing Strategy with Revionics Partnership,kmiller@aptos.com,https://www.retaildive.com/press-release/20210812-northern-tool-equipment-powers-up-pricing-strategy-with-revionics-partner/
BRIGHTPEARL,"August 12, 2021",VitaCup Drinks Up Opportunities to Grow With Brightpearl and Shopify Plus,mark.hook@brightpearl.com,https://www.retaildive.com/press-release/20210812-vitacup-drinks-up-opportunities-to-grow-with-brightpearl-and-shopify-plus/
THE RECYCLING PARTNERSHIP,"August 11, 2021",Industry Leaders Help Establish Groundbreaking Framework to Evolve Packaging Recyclability,abuchanan@recyclingpartnership.org,https://www.retaildive.com/press-release/20210811-industry-leaders-help-establish-groundbreaking-framework-to-evolve-packagin/
STACKLA,"August 11, 2021",Stackla Report: Online Shoppers Want More Authentic Visuals Than Pre-Pandemic,john@johnforberger.com,https://www.retaildive.com/press-release/20210810-stackla-report-online-shoppers-want-more-authentic-visuals-than-pre-pandem/
TRURATING,"August 11, 2021","TruRating announces partnership with Quorso, putting the retail customer first with Agile Store Operations.","['daniel.frank@trurating.com', 'sophie.slowe@quorso.com']",https://www.retaildive.com/press-release/20210810-trurating-announces-partnership-with-quorso-putting-the-retail-customer-fi/
"SUPPLYPIKE, INC.","August 09, 2021",SupplyPike Acquires Supplier Community to Expand Resource Outreach,melodie@supplypike.com,https://www.retaildive.com/press-release/20210809-supplypike-acquires-supplier-community-to-expand-resource-outreach/
OVAREVENTURESS,"August 03, 2021",OvareVentures Invests in Brooklyn-Based Fort Hamilton Distillery,kate.gray@ovaregroup.com,https://www.retaildive.com/press-release/20210803-ovareventures-invests-in-brooklyn-based-fort-hamilton-distillery-1/
INTERFACE,"August 03, 2021",Michaels Stores IT Leader Joins Interface as Executive VP Enterprise Solutions,veronique@highrezpr.com,https://www.retaildive.com/press-release/20210803-michaels-stores-it-leader-joins-interface-as-executive-vp-enterprise-soluti/
REBATEKEY,"August 02, 2021","RebateKey Pays Out $5.2 Million in Cashback Rebates to Customers in June 2021, a 55% Increase From June 2020",michelle@kafkamediagroup.com,https://www.retaildive.com/press-release/20210802-rebatekey-pays-out-52-million-in-cashback-rebates-to-customers-in-june-20/
STACKLINE,"July 29, 2021",Stackline Launches Trends: The Ultimate Ranking of the Brands and Topics Shaping Retail,nsandoval@stackline.com,https://www.retaildive.com/press-release/20210721-stackline-launches-trends-the-ultimate-ranking-of-the-brands-and-topics-sh/
SEARCHSPRING,"July 28, 2021",Mizuno USA Selects Searchspring as Site Search Online Partner,Not Provided,https://www.retaildive.com/press-release/20210728-mizuno-usa-selects-searchspring-as-site-search-online-partner/
RUBY HAS,"July 28, 2021","Fast-growing Carbon and Water Neutral Jewelry Brand Ana Luisa, Chooses Ruby Has as its Fulfillment Partner",ali@rubyhas.com,https://www.retaildive.com/press-release/20210728-fast-growing-carbon-and-water-neutral-jewelry-brand-ana-luisa-chooses-ruby/
DESCARTES SYSTEMS GROUP,"July 21, 2021",Halfords Implements Descartes’ Last Mile Delivery Solution to Enable Dynamic Delivery Appointment Pricing in Mobile Service Business and as Part of New Avayler Field Service Software Platform,Not Provided,https://www.retaildive.com/press-release/20210721-halfords-implements-descartes-last-mile-delivery-solution-to-enable-dynami/
DOTDIGITAL,"July 19, 2021",Consumers turn away from brands that do not protect their data,Not Provided,https://www.retaildive.com/press-release/20210719-consumers-turn-away-from-brands-that-do-not-protect-their-data/
TANGIBLEE,"July 13, 2021",Tangiblee releases Virtual Try-On for Desktop with Mobile Sync,Not Provided,https://www.retaildive.com/press-release/20210713-tangiblee-releases-virtual-try-on-for-desktop-with-mobile-sync-1/
